"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"10972",10972,"40-54",195.929999999702,"alive","airbag","none",1,"m",23,1999,1999,"deploy","driver",1,3,"48:24:1"
"10975",10975,"10-24",194.175999999046,"alive","none","none",1,"f",25,1999,1988,"unavail","driver",0,0,"48:25:3"
"10977",10977,"25-39",761.167999997735,"alive","airbag","none",0,"f",25,1999,1994,"nodeploy","driver",0,3,"48:26:2"
"10979",10979,"25-39",761.167999997735,"alive","airbag","none",1,"f",25,1999,1994,"deploy","driver",1,3,"48:27:1"
"10982",10982,"1-9km/h",384.693999998271,"alive","airbag","belted",0,"f",56,1999,1997,"deploy","driver",1,3,"48:28:2"
"10983",10983,"25-39",384.693999998271,"alive","airbag","belted",0,"f",28,1999,1998,"deploy","driver",1,3,"48:29:1"
"10985",10985,"25-39",222.395999999717,"alive","none","belted",1,"m",16,1999,1983,"unavail","driver",0,3,"48:31:1"
"10986",10986,"10-24",801.911999993026,"alive","airbag","none",1,"f",78,1999,1998,"nodeploy","driver",0,3,"48:33:1"
"10988",10988,"25-39",463.593999996781,"alive","airbag","belted",1,"f",42,1999,1994,"deploy","driver",1,3,"48:35:1"
"10991",10991,"10-24",194.175999999046,"alive","none","belted",1,"f",73,1999,1993,"unavail","pass",0,3,"48:37:2"
"10993",10993,"25-39",195.929999999702,"alive","none","belted",0,"f",16,1999,1993,"unavail","driver",0,3,"48:38:2"
"10995",10995,"25-39",982.527999997139,"alive","none","none",1,"m",16,1999,1993,"unavail","driver",0,3,"48:40:2"
"10998",10998,"25-39",832.234999999404,"alive","airbag","none",0,"m",22,1999,1997,"nodeploy","driver",0,3,"48:44:1"
"10999",10999,"25-39",832.234999999404,"alive","airbag","belted",1,"f",37,1999,1993,"deploy","driver",1,3,"48:44:2"
"11001",11001,"40-54",364.102999996394,"alive","airbag","belted",0,"f",22,1999,1996,"deploy","driver",1,3,"48:45:2"
"11002",11002,"40-54",364.102999996394,"alive","airbag","belted",0,"f",51,1999,1996,"deploy","pass",1,3,"48:45:2"
"11004",11004,"10-24",481.123999997973,"alive","airbag","belted",0,"f",72,1999,1995,"nodeploy","driver",0,3,"48:46:2"
"11007",11007,"10-24",288.835999999195,"alive","none","none",1,"m",25,1999,1996,"unavail","driver",0,3,"48:50:2"
"11009",11009,"25-39",195.929999999702,"alive","airbag","belted",1,"f",36,1999,1998,"deploy","driver",1,0,"48:51:2"
"11011",11011,"55+",348.113999996334,"alive","none","none",1,"m",29,1999,1993,"unavail","driver",0,3,"48:58:1"
"11014",11014,"10-24",194.175999999046,"alive","none","belted",0,"f",59,1999,1985,"unavail","driver",0,3,"48:61:1"
"11015",11015,"10-24",194.175999999046,"alive","none","none",0,"m",29,1999,1985,"unavail","pass",0,0,"48:61:1"
"11017",11017,"25-39",195.929999999702,"alive","airbag","none",0,"f",53,1999,1998,"nodeploy","driver",0,3,"48:62:1"
"11018",11018,"10-24",195.929999999702,"alive","airbag","none",1,"f",24,1999,1995,"nodeploy","driver",0,0,"48:62:2"
"11020",11020,"10-24",749.517999999225,"alive","airbag","belted",1,"f",37,1999,1995,"deploy","driver",1,1,"48:63:2"
"11023",11023,"40-54",492.396999999881,"alive","none","belted",1,"m",76,1999,1991,"unavail","driver",0,3,"48:68:1"
"11025",11025,"25-39",492.396999999881,"alive","airbag","belted",1,"f",37,1999,1999,"deploy","driver",1,0,"48:68:2"
"11027",11027,"25-39",200.485999999568,"alive","none","none",1,"m",35,1999,1987,"unavail","driver",0,3,"48:76:1"
"11030",11030,"10-24",912.47199999541,"alive","airbag","belted",1,"m",16,1999,1997,"nodeploy","driver",0,3,"48:79:1"
"11031",11031,"25-39",912.47199999541,"alive","none","belted",1,"f",25,1999,1989,"unavail","driver",0,3,"48:79:2"
"11033",11033,"25-39",195.929999999702,"alive","airbag","belted",1,"f",22,1999,1999,"deploy","pass",1,0,"48:81:1"
"11034",11034,"40-54",195.929999999702,"alive","airbag","belted",0,"f",20,1999,1994,"deploy","driver",1,3,"48:81:2"
"11036",11036,"10-24",195.929999999702,"alive","none","belted",0,"m",43,1999,1984,"unavail","driver",0,3,"48:81:4"
"11039",11039,"10-24",453.075999997556,"alive","airbag","belted",1,"m",24,1999,1997,"nodeploy","driver",0,0,"48:82:2"
"11041",11041,"25-39",2610.04799997807,"alive","airbag","belted",0,"f",28,1999,1997,"deploy","driver",1,3,"48:84:2"
"11043",11043,"40-54",194.175999999046,"alive","none","belted",0,"m",65,1999,1988,"unavail","pass",0,3,"48:86:2"
"11046",11046,"25-39",329.721999999136,"alive","airbag","belted",0,"f",51,1999,1998,"deploy","driver",1,3,"48:89:1"
"11047",11047,"55+",244.531999999657,"alive","none","none",1,"m",22,1999,1988,"unavail","driver",0,3,"48:92:1"
"11049",11049,"25-39",195.929999999702,"alive","airbag","belted",0,"m",22,1999,1996,"nodeploy","driver",0,3,"48:96:2"
"11050",11050,"25-39",195.929999999702,"alive","airbag","belted",0,"f",18,1999,1996,"nodeploy","pass",0,3,"48:96:2"
"11052",11052,"25-39",194.175999999046,"alive","none","none",1,"f",49,1999,1993,"unavail","driver",0,3,"48:98:2"
"11055",11055,"55+",623.950999997556,"alive","none","none",1,"m",55,1999,1984,"unavail","driver",0,3,"48:100:1"
"11057",11057,"40-54",623.950999997556,"alive","none","none",1,"m",21,1999,1979,"unavail","driver",0,3,"48:100:2"
"11059",11059,"10-24",539.953999996185,"alive","airbag","belted",0,"m",27,1999,1991,"nodeploy","driver",0,3,"48:103:1"
"11062",11062,"1-9km/h",1187.52299998701,"alive","airbag","belted",1,"m",19,1999,1999,"nodeploy","driver",0,0,"48:104:2"
"11063",11063,"1-9km/h",1187.52299998701,"alive","airbag","belted",1,"f",40,1999,1999,"nodeploy","pass",0,0,"48:104:2"
"11065",11065,"25-39",5530.11899995804,"alive","airbag","belted",0,"m",39,1999,1998,"nodeploy","driver",0,2,"48:107:1"
"11066",11066,"25-39",5530.11899995804,"alive","airbag","belted",0,"f",33,1999,1998,"nodeploy","pass",0,2,"48:107:1"
"11068",11068,"25-39",460.84299999848,"alive","airbag","belted",0,"f",18,1999,1995,"deploy","driver",1,3,"48:109:1"
"11071",11071,"55+",429.141999997199,"dead","airbag","belted",1,"f",56,1999,1994,"deploy","driver",1,4,"48:110:1"
"11073",11073,"55+",161.066999999806,"alive","none","belted",1,"m",65,1999,1989,"unavail","driver",0,3,"48:114:1"
"11075",11075,"25-39",161.066999999806,"alive","airbag","belted",0,"f",40,1999,1994,"nodeploy","pass",0,3,"48:114:2"
"11078",11078,"10-24",361.979999996722,"alive","airbag","belted",0,"f",20,1999,1996,"deploy","driver",1,3,"48:117:1"
"11079",11079,"10-24",361.979999996722,"alive","airbag","belted",1,"f",70,1999,1998,"deploy","driver",1,3,"48:117:2"
"11081",11081,"1-9km/h",478.318999998271,"alive","airbag","belted",1,"m",48,1999,1995,"deploy","driver",1,3,"48:119:2"
"11082",11082,"1-9km/h",478.318999998271,"alive","airbag","belted",1,"f",45,1999,1995,"deploy","pass",1,3,"48:119:2"
"11084",11084,"25-39",691.695999994874,"alive","none","none",1,"m",17,1999,1985,"unavail","driver",0,0,"48:122:1"
"11087",11087,"10-24",1019.58099999279,"alive","airbag","belted",0,"f",40,1999,1998,"nodeploy","driver",0,3,"48:127:1"
"11089",11089,"10-24",589.430999994278,"alive","airbag","belted",0,"f",24,1999,1999,"nodeploy","driver",0,0,"48:129:1"
"11091",11091,"25-39",728.018999993801,"alive","none","belted",1,"f",43,1999,1987,"unavail","driver",0,0,"48:130:2"
"11094",11094,"25-39",420.875,"alive","none","belted",1,"m",86,1999,1992,"unavail","pass",0,3,"48:132:2"
"11095",11095,"10-24",420.875,"alive","none","belted",0,"f",77,1999,1986,"unavail","driver",0,3,"48:133:1"
"11097",11097,"10-24",195.929999999702,"alive","none","belted",0,"f",22,1999,1992,"unavail","driver",0,0,"48:134:1"
"11098",11098,"10-24",195.929999999702,"alive","airbag","belted",1,"f",44,1999,1998,"deploy","driver",1,3,"48:134:2"
"11100",11100,"25-39",195.929999999702,"alive","none","belted",1,"m",24,1999,1985,"unavail","driver",0,3,"48:136:1"
"11103",11103,"10-24",357.282999999821,"alive","none","belted",1,"f",30,1999,1990,"unavail","driver",0,0,"48:137:2"
"11105",11105,"10-24",578.271999999881,"alive","airbag","none",1,"f",33,1999,1996,"deploy","driver",1,3,"48:139:1"
"11107",11107,"25-39",252.993999999017,"alive","airbag","belted",0,"m",22,1999,1996,"deploy","driver",1,3,"48:141:1"
"11110",11110,"10-24",509.864999998361,"alive","none","belted",1,"m",63,1999,1991,"unavail","driver",0,1,"48:143:2"
"11111",11111,"25-39",509.864999998361,"alive","airbag","belted",0,"m",79,1999,1998,"nodeploy","driver",0,3,"48:144:1"
"11113",11113,"10-24",223.065999999642,"alive","airbag","belted",0,"m",20,1999,1998,"nodeploy","driver",0,3,"48:145:1"
"11114",11114,"10-24",223.065999999642,"alive","airbag","belted",0,"m",20,1999,1990,"nodeploy","driver",0,1,"48:146:1"
"11116",11116,"10-24",223.065999999642,"alive","airbag","belted",1,"m",30,1999,1998,"nodeploy","pass",0,2,"48:146:2"
"11119",11119,"10-24",297.252999998629,"alive","none","none",0,"m",26,1999,1989,"unavail","driver",0,3,"48:150:2"
"11121",11121,"10-24",2062.1439999938,"alive","none","belted",0,"m",42,1999,1987,"unavail","driver",0,3,"48:151:2"
"11123",11123,"10-24",10747.4269999266,"alive","none","belted",0,"f",19,1999,1993,"unavail","driver",0,1,"48:152:2"
"11126",11126,"25-39",197.54099999927,"alive","none","belted",0,"f",16,1999,1991,"unavail","driver",0,3,"48:154:1"
"11127",11127,"25-39",197.54099999927,"alive","none","belted",0,"f",16,1999,1991,"unavail","pass",0,0,"48:154:1"
"11129",11129,"25-39",197.54099999927,"alive","none","belted",0,"f",20,1999,1990,"unavail","driver",0,3,"48:155:1"
"11130",11130,"10-24",197.54099999927,"alive","none","none",1,"f",40,1999,1991,"unavail","driver",0,0,"48:155:2"
"11132",11132,"10-24",322.426999997348,"alive","airbag","belted",0,"m",27,1999,1999,"deploy","driver",1,3,"48:158:2"
"11135",11135,"25-39",426.053999997675,"alive","none","none",1,"m",16,1999,1984,"unavail","pass",0,3,"48:160:1"
"11137",11137,"10-24",195.929999999702,"alive","airbag","belted",0,"f",18,1999,1996,"deploy","driver",1,3,"48:161:2"
"11139",11139,"25-39",207.767999999225,"alive","airbag","belted",0,"f",75,1999,1993,"nodeploy","driver",0,3,"48:164:1"
"11142",11142,"25-39",746.766999997199,"alive","none","belted",0,"f",70,1999,1990,"unavail","pass",0,3,"48:169:2"
"11143",11143,"10-24",194.175999999046,"alive","airbag","belted",0,"f",71,1999,1992,"nodeploy","driver",0,3,"48:170:1"
"11145",11145,"10-24",198.541999999434,"alive","airbag","belted",0,"m",20,1999,1999,"nodeploy","driver",0,3,"48:172:1"
"11146",11146,"25-39",1377.35199999809,"alive","none","belted",1,"f",19,1999,1989,"unavail","driver",0,0,"48:174:1"
"11148",11148,"10-24",4335.93999999762,"alive","none","belted",0,"f",17,1999,1989,"unavail","driver",0,3,"48:176:1"
"11151",11151,"55+",194.175999999046,"alive","none","none",1,"m",49,1999,1979,"unavail","driver",0,3,"48:179:1"
"11153",11153,"25-39",194.175999999046,"alive","none","belted",0,"m",31,1999,1989,"unavail","driver",0,3,"48:180:2"
"11155",11155,"25-39",194.175999999046,"alive","none","belted",1,"m",17,1999,1985,"unavail","driver",0,3,"48:181:1"
"11158",11158,"25-39",4987.95599997044,"alive","none","none",1,"m",35,1999,1985,"unavail","driver",0,0,"48:183:1"
"11159",11159,"40-54",161.066999999806,"dead","none","none",1,"m",22,1999,1987,"unavail","driver",0,4,"48:184:1"
"11161",11161,"10-24",2267.96999999881,"alive","none","belted",0,"f",18,1999,1993,"unavail","driver",0,3,"48:187:2"
"11162",11162,"10-24",581.518999993801,"alive","airbag","belted",1,"m",51,1999,1996,"deploy","driver",1,0,"48:188:1"
"11164",11164,"25-39",254.414999999106,"alive","airbag","belted",0,"f",18,1999,1994,"nodeploy","driver",0,3,"48:190:1"
"11167",11167,"40-54",336.182999998331,"alive","none","none",1,"m",47,1999,1985,"unavail","pass",0,3,"48:191:1"
"11169",11169,"25-39",336.182999998331,"alive","airbag","belted",0,"f",56,1999,1994,"deploy","driver",1,3,"48:192:2"
"11171",11171,"10-24",1262.06699998677,"alive","none","belted",1,"f",41,1999,1979,"unavail","driver",0,2,"48:195:1"
"11174",11174,"25-39",328.676999997348,"dead","none","none",0,"m",17,1999,1993,"unavail","driver",0,4,"48:197:1"
"11175",11175,"25-39",328.676999997348,"alive","airbag","belted",1,"m",46,1999,1995,"deploy","driver",1,2,"48:197:2"
"11177",11177,"10-24",913.87199999392,"alive","none","belted",1,"m",37,1999,1994,"unavail","driver",0,0,"48:198:1"
"11178",11178,"10-24",913.87199999392,"alive","airbag","belted",0,"f",26,1999,1996,"deploy","driver",1,3,"48:198:2"
"11180",11180,"25-39",528.318999998271,"alive","none","belted",1,"f",16,1999,1991,"unavail","pass",0,3,"48:200:1"
"11183",11183,"10-24",364.306999996305,"alive","airbag","belted",1,"f",17,1999,1997,"deploy","driver",1,3,"48:202:2"
"11185",11185,"25-39",481.393999997526,"alive","airbag","belted",0,"m",94,1999,1995,"deploy","driver",1,3,"48:204:1"
"11187",11187,"25-39",481.393999997526,"alive","airbag","belted",1,"f",19,1999,1997,"deploy","driver",1,0,"48:204:2"
"11190",11190,"10-24",358.830999996513,"alive","airbag","belted",1,"f",19,1999,1997,"deploy","driver",1,3,"48:207:1"
"11191",11191,"25-39",207.443999998271,"alive","none","belted",1,"m",64,1999,1992,"unavail","driver",0,3,"48:208:1"
"11193",11193,"25-39",207.443999998271,"alive","airbag","belted",0,"f",69,1999,1993,"nodeploy","pass",0,3,"48:208:2"
"11194",11194,"25-39",195.929999999702,"alive","airbag","belted",1,"m",41,1999,1998,"nodeploy","driver",0,0,"48:209:1"
"11196",11196,"25-39",195.929999999702,"alive","airbag","belted",0,"f",80,1999,1997,"deploy","pass",1,1,"48:209:2"
"11199",11199,"25-39",3448.55799999833,"alive","airbag","belted",0,"f",34,1999,1994,"nodeploy","driver",0,3,"48:213:2"
"11201",11201,"25-39",161.066999999806,"dead","airbag","none",0,"m",69,1999,1992,"deploy","driver",1,4,"48:216:1"
"11203",11203,"25-39",161.066999999806,"alive","none","none",1,"m",18,1999,1986,"unavail","pass",0,3,"48:216:2"
"11206",11206,"10-24",145.948999999091,"alive","airbag","belted",1,"m",79,1999,1994,"deploy","driver",1,2,"49:4:1"
"11207",11207,"10-24",145.948999999091,"alive","airbag","belted",1,"m",63,1999,1999,"deploy","driver",1,0,"49:4:2"
"11209",11209,"25-39",342.72899999842,"alive","airbag","belted",1,"m",44,1999,1997,"deploy","driver",1,1,"49:6:1"
"11210",11210,"25-39",342.72899999842,"alive","airbag","none",0,"m",39,1999,1997,"nodeploy","driver",0,0,"49:6:2"
"11212",11212,"55+",11.7379999998957,"alive","none","belted",1,"f",19,1999,1983,"unavail","driver",0,3,"49:9:1"
"11215",11215,"25-39",334.609999999404,"alive","airbag","belted",0,"f",43,1999,1996,"deploy","driver",1,2,"49:11:2"
"11217",11217,"25-39",310.726999998093,"alive","airbag","belted",0,"m",31,1999,1998,"nodeploy","driver",0,0,"49:19:2"
"11219",11219,"10-24",276.412999998778,"alive","none","belted",1,"m",17,1999,1991,"unavail","driver",0,1,"49:20:1"
"11222",11222,"55+",10.9169999998994,"alive","airbag","none",1,"m",34,1999,1999,"deploy","driver",1,3,"49:22:1"
"11223",11223,"55+",10.9169999998994,"alive","airbag","none",1,"f",27,1999,1999,"deploy","pass",1,3,"49:22:1"
"11225",11225,"40-54",10.9169999998994,"alive","airbag","belted",1,"f",38,1999,1995,"deploy","driver",1,3,"49:23:2"
"11226",11226,"10-24",213.146999999881,"alive","airbag","belted",1,"f",43,1999,1996,"nodeploy","driver",0,1,"49:24:1"
"11228",11228,"55+",10.2159999998985,"dead","none","belted",1,"m",43,1999,1987,"unavail","driver",0,4,"49:26:1"
"11231",11231,"55+",10.9169999998994,"alive","none","belted",1,"m",26,1999,1991,"unavail","driver",0,3,"49:31:1"
"11233",11233,"40-54",10.9169999998994,"alive","airbag","belted",1,"f",18,1999,1997,"deploy","pass",1,3,"49:31:2"
"11235",11235,"10-24",934.588999994099,"alive","airbag","belted",1,"f",22,1999,1994,"deploy","driver",1,0,"49:33:2"
"11238",11238,"25-39",11.7379999998957,"alive","none","none",0,"m",16,1999,1966,"unavail","driver",0,3,"49:37:1"
"11239",11239,"25-39",11.4569999999367,"alive","none","none",1,"m",29,1999,1994,"unavail","driver",0,0,"49:39:1"
"11241",11241,"55+",17.5529999998398,"alive","none","none",1,"m",20,1999,1993,"unavail","driver",0,3,"49:43:1"
"11242",11242,"55+",11.7379999998957,"alive","none","none",1,"m",39,1999,1985,"unavail","driver",0,3,"49:44:1"
"11244",11244,"10-24",13.3489999999292,"alive","none","belted",0,"f",45,1999,1992,"unavail","driver",0,2,"49:46:1"
"11247",11247,"25-39",104.80199999921,"alive","none","none",1,"m",30,1999,1993,"unavail","driver",0,2,"49:49:1"
"11249",11249,"10-24",246.10399999842,"alive","airbag","belted",1,"f",25,1999,1993,"nodeploy","driver",0,0,"49:50:2"
"11251",11251,"10-24",218.92699999921,"alive","none","belted",1,"m",27,1999,1973,"unavail","driver",0,1,"49:52:1"
"11254",11254,"25-39",10.9169999998994,"alive","airbag","belted",0,"m",21,1999,1996,"deploy","pass",1,2,"49:57:1"
"11255",11255,"10-24",134.522999998182,"alive","airbag","belted",0,"f",36,1999,1996,"nodeploy","driver",0,0,"49:59:2"
"11257",11257,"10-24",301.862999998033,"alive","airbag","belted",0,"m",46,1999,1994,"deploy","driver",1,1,"49:60:1"
"11258",11258,"10-24",630.576999999583,"alive","none","none",0,"m",26,1999,1966,"unavail","driver",0,1,"49:61:2"
"11260",11260,"1-9km/h",11.7379999998957,"alive","airbag","belted",1,"f",67,1999,1997,"nodeploy","driver",0,0,"49:64:1"
"11263",11263,"10-24",2138.95699998736,"alive","airbag","belted",1,"m",19,1999,1998,"deploy","driver",1,0,"49:65:1"
"11265",11265,"10-24",129.886999998242,"alive","airbag","belted",0,"f",28,1999,1997,"nodeploy","driver",0,1,"49:67:2"
"11267",11267,"10-24",608.843999996781,"alive","airbag","belted",1,"m",47,1999,1990,"nodeploy","pass",0,0,"49:70:1"
"11270",11270,"25-39",289.553999997675,"alive","none","belted",1,"f",49,1999,1990,"unavail","driver",0,1,"49:73:2"
"11271",11271,"25-39",289.553999997675,"alive","none","belted",1,"f",30,1999,1990,"unavail","pass",0,1,"49:73:2"
"11273",11273,"25-39",11.7379999998957,"alive","none","belted",1,"m",28,1999,1988,"unavail","driver",0,3,"49:76:1"
"11274",11274,"25-39",11.7379999998957,"alive","none","none",1,"m",51,1999,1988,"unavail","pass",0,2,"49:76:1"
"11276",11276,"10-24",209.22899999842,"alive","airbag","none",1,"f",37,1999,1998,"deploy","pass",1,1,"49:78:1"
"11279",11279,"10-24",135.045999998227,"alive","none","belted",0,"m",21,1999,1992,"unavail","driver",0,1,"49:82:2"
"11281",11281,"25-39",711.608999997377,"alive","airbag","belted",1,"m",34,1999,1996,"deploy","driver",1,0,"49:83:2"
"11283",11283,"25-39",114.017999999225,"alive","airbag","belted",1,"f",53,1999,1996,"deploy","driver",1,1,"49:85:2"
"11286",11286,"10-24",106.769999999553,"alive","airbag","belted",0,"m",31,1999,1997,"nodeploy","driver",0,2,"49:89:2"
"11287",11287,"25-39",239.584999999031,"alive","none","none",1,"f",36,1999,1987,"unavail","driver",0,2,"49:90:1"
"11289",11289,"10-24",562.611999996006,"alive","airbag","none",0,"f",17,1999,1997,"nodeploy","driver",0,0,"49:91:1"
"11290",11290,"10-24",562.611999996006,"alive","airbag","none",0,"m",17,1999,1997,"nodeploy","pass",0,0,"49:91:1"
"11292",11292,"25-39",500.48199999705,"alive","none","belted",1,"f",45,1999,1987,"unavail","pass",0,NA,"49:92:1"
"11295",11295,"25-39",198.261999998242,"alive","none","none",1,"m",22,1999,1988,"unavail","driver",0,2,"49:94:1"
"11297",11297,"25-39",465.573999997228,"alive","airbag","belted",0,"m",35,1999,1998,"nodeploy","driver",0,0,"49:95:2"
"11299",11299,"10-24",465.573999997228,"alive","airbag","none",0,"m",74,1999,1997,"nodeploy","driver",0,0,"49:96:2"
"11302",11302,"25-39",11.7379999998957,"alive","none","none",1,"f",31,1999,1988,"unavail","driver",0,3,"49:98:2"
"11303",11303,"25-39",10.9169999998994,"alive","airbag","belted",1,"m",41,1999,1997,"deploy","driver",1,3,"49:100:1"
"11305",11305,"25-39",10.2159999998985,"dead","none","none",0,"f",39,1999,1991,"unavail","pass",0,4,"49:103:1"
"11306",11306,"40-54",10.2159999998985,"alive","none","none",1,"m",25,1999,1992,"unavail","driver",0,3,"49:103:2"
"11308",11308,"10-24",27.4089999999851,"alive","airbag","belted",1,"m",21,1999,1999,"nodeploy","driver",0,0,"49:105:1"
"11311",11311,"25-39",205.295999998227,"alive","airbag","none",1,"f",28,1999,1998,"deploy","driver",1,1,"49:107:1"
